Index,Abbreviated Journal Title,ISSN,2014 Total Cites,Impact Factor,5-Year Impact,Immediacy Index,2014 Articles,Cited Half-life,Eigenfactor Score,ArticleÿInfluence Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,NEW ZEAL J AGR RES,0028-8233,1292,0.782,"1,239",0.429,28,>10.0,0.00078,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,AGROECOL SUST FOOD,2168-3565,50,0.719,0.719,0.176,51,,0.00018,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PLANT PATHOLOGY J,1598-2254,444,0.718,0.733,0.143,56,5.8,0.00078,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,SPAN J AGRIC RES,1695-971X,848,0.703,0.821,0.061,115,4.8,0.00233,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,J AGR SCI TECH-IRAN,1680-7073,573,0.699,0.877,0.106,141,3.5,0.00156,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CHIL J AGR RES,0718-5839,349,0.697,0.785,0.056,72,3.8,0.00124,0.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,J PLANT DIS PROTECT,1861-3829,384,0.679,0.927,0.097,31,6.4,0.00071,0.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,CIENC AGROTEC,1413-7054,1370,0.640,0.715,0.017,60,6.8,0.00278,0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,GRASSL SCI,1744-6961,275,0.627,,0.061,33,6.5,0.00053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,REV CIENC AGRON,1806-6690,526,0.616,0.708,0.050,119,4.2,0.00180,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PESQUI AGROPECU BRAS,0100-204X,3208,0.575,0.899,0.050,120,8.5,0.00495,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,BRAGANTIA,1678-4499,894,0.531,,0.018,57,7.3,0.00164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,OUTLOOK AGR,0030-7270,302,0.478,0.692,0.135,37,7.3,0.00055,0.190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,REV FAC CIENC AGRAR,1853-8665,82,0.467,0.332,0.000,38,,0.00014,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,J ANIM PLANT SCI,1018-7081,467,0.448,0.556,0.026,271,3.2,0.00131,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,JARQ-JPN AGR RES Q,0021-3551,483,0.441,0.502,0.107,56,9.7,0.00055,0.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,ZEMDIRBYSTE,1392-3196,180,0.420,0.469,0.052,58,4.2,0.00046,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,IRISH J AGR FOOD RES,0791-6833,279,0.400,"1,171",0.000,15,9.2,0.00051,0.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,NEW MEDIT,1594-5685,83,0.377,0.354,0.043,23,,0.00022,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,TARIM BILIM DERG,1300-7580,111,0.375,0.371,0.000,44,5.1,0.00016,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,CIENC INVESTIG AGRAR,0718-1620,195,0.318,0.436,0.024,41,5.8,0.00040,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,BER LANDWIRTSCH,2196-5099,49,0.310,0.230,0.000,16,,0.00007,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,CAH AGRIC,1166-7699,285,0.264,0.444,0.513,39,5.8,0.00050,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,AGROCIENCIA-MEXICO,1405-3195,393,0.262,0.351,0.031,64,8.5,0.00050,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PHILIPP AGRIC SCI,0031-7454,201,0.256,0.400,0.056,54,6.7,0.00027,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,J FAC AGR KYUSHU U,0023-6152,243,0.255,0.247,0.069,58,8.1,0.00026,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,BIOSCI J,1981-3163,384,0.250,0.334,0.034,262,4.4,0.00118,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,LANDBAUFORSCHUNG-GER,0458-6859,29,0.200,0.257,0.000,10,,0.00018,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,AGR HIST,0002-1482,248,0.194,0.356,0.091,22,>10.0,0.00049,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,ICELAND AGR SCI,1670-567X,68,0.188,0.632,0.000,9,,0.00008,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,CUAD DESARRO RURAL,0122-1450,25,0.151,0.152,0.059,17,,0.00006,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,SEMIN-CIENC AGRAR,1676-546X,466,0.147,0.246,0.020,199,4.6,0.00135,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,INDIAN J AGR SCI,0019-5022,898,0.141,0.254,0.019,266,9.3,0.00130,0.070,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,AGRARFORSCH SCHWEIZ+,1663-7852,30,0.099,0.090,0.100,50,,0.00005,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AGRONOMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Abbreviated Journal Title,ISSN,2014,Impact,5-Year,Immediacy,2014,Cited,Eigenfactor©,ArticleÿInfluence©,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total Cites,Factor,Impact,Index,Articles,Half-life,Score,Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,GCB BIOENERGY,1757-1693,1386,"4,882","5,473","1,288",66,2.9,0.00567,"1,506",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AGRON SUSTAIN DEV,1774-0746,1605,"3,992","4,369",0.485,68,4.4,0.00531,"1,199",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,RICE,1939-8425,485,"3,919","3,661",0.125,32,3.0,0.00212,"1,133",,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ADV AGRON,0065-2113,3475,"3,893","6,758",0.903,31,>10.0,0.00437,"2,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,THEOR APPL GENET,0040-5752,20524,"3,790","3,986",0.749,203,>10.0,0.01882,0.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AGR FOREST METEOROL,0168-1923,12491,"3,762","4,318",0.715,186,9.1,0.02030,"1,393",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,FIELD CROP RES,0378-4290,9373,"2,976","3,354",0.558,240,7.9,0.01495,0.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PLANT SOIL,0032-079X,24017,"2,952","3,528",0.549,381,>10.0,0.03236,"1,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,IND CROP PROD,0926-6690,8308,"2,837","3,019",0.462,572,3.6,0.01752,0.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,EUR J AGRON,1161-0301,4141,"2,704","3,469",0.476,105,8.6,0.00633,"1,069",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PEST MANAG SCI,1526-498X,6246,"2,694","2,863",0.642,240,6.3,0.01227,0.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,J AGRON CROP SCI,0931-2250,1731,"2,444","2,601",0.600,45,8.4,0.00234,0.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,AGR WATER MANAGE,0378-3774,7509,"2,286","3,017",0.464,222,6.9,0.01408,0.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,MOL BREEDING,1380-3743,3796,"2,246","2,570",0.395,253,5.9,0.00684,0.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,POSTHARVEST BIOL TEC,0925-5214,7205,"2,223","2,845",0.551,185,7.7,0.00813,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,BREEDING SCI,1344-7610,1223,"2,125","1,672",0.161,56,7.2,0.00201,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PLANT PATHOL,0032-0862,4824,"2,121","2,571",0.510,145,9.1,0.00709,0.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,IRRIGATION SCI,0342-7188,1618,"2,056","2,429",0.222,36,7.0,0.00338,0.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,GRASS FORAGE SCI,0142-5242,1535,"1,922","2,008",0.281,64,10.0,0.00227,0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WEED SCI,0043-1745,4236,"1,870","1,928",0.214,70,>10.0,0.00436,0.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WEED RES,0043-1737,2344,"1,687","1,951",0.444,63,>10.0,0.00281,0.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PLANT BREEDING,0179-9541,2974,"1,598","1,486",0.308,104,9.7,0.00339,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CROP SCI,0011-183X,15246,"1,575","1,874",0.248,282,>10.0,0.01166,0.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CROP PROT,0261-2194,5156,"1,493","1,635",0.304,214,7.9,0.00794,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,EUR J PLANT PATHOL,0929-1873,4236,"1,490","1,649",0.294,218,7.8,0.00675,0.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,GENET RESOUR CROP EV,0925-9864,2756,"1,461","1,603",0.339,121,7.3,0.00400,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,J PLANT NUTR SOIL SC,1436-8730,2907,"1,459","1,743",0.320,100,7.9,0.00418,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,AGRON J,0002-1962,10372,"1,441","1,912",0.302,248,>10.0,0.00888,0.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,EUPHYTICA,0014-2336,8514,"1,385","1,726",0.275,211,>10.0,0.00814,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,J SUSTAIN AGR,1044-0046,542,"1,372",0.893,,0,9.2,0.00068,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PLANT SOIL ENVIRON,1214-1178,1166,"1,226","1,407",0.065,92,5.9,0.00222,0.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,AGROFOREST SYST,0167-4366,2418,"1,215","1,639",0.395,86,10.0,0.00332,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,AM J POTATO RES,1099-209X,943,"1,204","1,251",0.174,69,7.7,0.00125,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PADDY WATER ENVIRON,1611-2490,442,"1,151","1,227",0.443,61,4.7,0.00111,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,INT AGROPHYS,0236-8722,598,"1,117","1,034",0.067,60,5.8,0.00078,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,EXP AGR,0014-4797,806,"1,079","1,251",0.135,37,>10.0,0.00113,0.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,WEED TECHNOL,0890-037X,2514,"1,058","1,136",0.116,86,>10.0,0.00261,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PHYTOPATHOL MEDITERR,0031-9465,762,0.970,"1,184",0.204,49,8.6,0.00129,0.310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,TURK J AGRIC FOR,1300-011X,842,0.929,0.983,0.235,98,6.9,0.00117,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,CAN J PLANT SCI,0008-4220,3047,0.919,0.969,0.188,154,>10.0,0.00232,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,POTATO RES,0014-3065,879,0.911,"1,593",0.091,11,>10.0,0.00080,0.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,ACTA SCI-AGRON,1807-8621,517,0.833,0.717,0.067,60,5.1,0.00153,0.230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,INT J PLANT PROD,1735-6814,264,0.767,"1,077",0.194,31,4.7,0.00075,0.260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,CHIL J AGR RES,0718-5839,349,0.697,0.785,0.056,72,3.8,0.00124,0.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,BIOL AGRIC HORTIC,0144-8765,274,0.681,0.605,0.077,26,>10.0,0.00019,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,ACTA AGR SCAND B-S P,0906-4710,654,0.646,0.760,0.261,88,5.6,0.00141,0.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,J PLANT REGIST,1936-5209,295,0.640,0.596,0.182,66,3.9,0.00081,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,GRASSL SCI,1744-6961,275,0.627,,0.061,33,6.5,0.00053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,TURK J FIELD CROPS,1301-1111,139,0.618,0.691,0.075,40,3.8,0.00035,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,CEREAL RES COMMUN,0133-3720,636,0.607,0.431,0.045,66,7.2,0.00074,0.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,ITAL J AGROMETEOROL,2038-5625,65,0.607,,0.000,11,,0.00017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,NEW ZEAL J CROP HORT,0114-0671,450,0.605,0.547,0.074,27,>10.0,0.00035,0.160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PLANT PROTECT SCI,1212-2580,188,0.597,,0.065,31,6.8,0.00030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,SUGAR TECH,0972-1525,312,0.576,,0.103,58,5.0,0.00078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,CROP BREED APPL BIOT,1984-7033,350,0.562,0.658,0.042,48,5.7,0.00079,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,ARCH AGRON SOIL SCI,0365-0340,464,0.549,,0.235,119,4.6,0.00103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PLANT PROD SCI,1343-943X,651,0.545,0.910,0.103,39,7.5,0.00100,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,WEED BIOL MANAG,1444-6162,348,0.537,0.846,0.179,28,7.7,0.00057,0.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,MAYDICA,0025-6153,544,0.534,0.597,0.000,25,9.9,0.00051,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,ALLELOPATHY J,0971-4693,411,0.523,0.604,0.176,51,6.0,0.00070,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,IRRIG DRAIN,1531-0353,978,0.510,0.672,0.059,68,9.1,0.00127,0.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,SEED SCI TECHNOL,0251-0952,1055,0.480,0.543,0.044,45,>10.0,0.00071,0.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,BIOTECHNOL AGRON SOC,1370-6233,345,0.457,0.692,0.118,51,5.2,0.00090,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,GESUNDE PFLANZ,0367-4223,113,0.455,0.439,0.000,19,8.9,0.00011,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,COMMUN SOIL SCI PLAN,0010-3624,3796,0.390,0.553,0.085,223,>10.0,0.00294,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,CIENC RURAL,0103-8478,2494,0.382,0.505,0.039,360,6.8,0.00468,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,J AM POMOL SOC,1527-3741,139,0.382,0.378,0.120,25,7.7,0.00016,0.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,CZECH J GENET PLANT,1212-1975,159,0.364,0.535,0.075,40,5.3,0.00031,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,ITEA-INF TEC ECON AG,1699-6887,61,0.357,0.306,0.080,25,,0.00018,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,GENETIKA-BELGRADE,0534-0012,178,0.347,0.424,0.074,95,4.0,0.00026,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,REV FITOTEC MEX,0187-7380,207,0.327,0.410,0.000,43,6.9,0.00036,0.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,ROM AGRIC RES,1222-4227,66,0.281,0.248,0.023,44,,0.00011,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,REV CAATINGA,0100-316X,305,0.271,0.384,0.009,112,5.5,0.00075,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,CAH AGRIC,1166-7699,285,0.264,0.444,0.513,39,5.8,0.00050,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,BIOSCI J,1981-3163,384,0.250,0.334,0.034,262,4.4,0.00118,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PHILIPP J CROP SCI,0115-463X,78,0.170,0.202,0.000,22,,0.00008,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,LEGUME RES,0250-5371,121,0.146,0.145,0.028,107,6.6,0.00017,0.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,J AGROMETEOROL,0972-1665,139,0.145,0.193,0.111,45,7.7,0.00023,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,INT SUGAR J,0020-8841,263,0.128,0.151,0.025,81,8.6,0.00027,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,RANGE MANAG AGROFOR,0971-2070,32,0.062,0.069,0.000,27,,0.00005,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,REV FAC AGRON LUZ,0378-7818,58,0.032,0.071,0.000,28,,0.00002,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALLERGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Abbreviated Journal Title,ISSN,2014,Impact,5-Year,Immediacy,2014,Cited,Eigenfactor©,ArticleÿInfluence©,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total Cites,Factor,Impact,Index,Articles,Half-life,Score,Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,J ALLERGY CLIN IMMUN,0091-6749,38706,"11,476","10,715","3,044",316,6.5,0.07986,"3,118",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ALLERGY,0105-4538,13418,"6,028","5,948","1,963",190,6.4,0.02538,"1,605",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,CLIN REV ALLERG IMMU,1080-0549,1925,"5,463","4,444",0.926,54,4.1,0.00489,"1,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,GCB BIOENERGY,1757-1693,1386,"4,882","5,473","1,288",66,2.9,0.00567,"1,506",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,CLIN EXP ALLERGY,0954-7894,10303,"4,769","4,501","1,213",136,7.7,0.01771,"1,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AGRON SUSTAIN DEV,1774-0746,1605,"3,992","4,369",0.485,68,4.4,0.00531,"1,199",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,RICE,1939-8425,485,"3,919","3,661",0.125,32,3.0,0.00212,"1,133",,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,ADV AGRON,0065-2113,3475,"3,893","6,758",0.903,31,>10.0,0.00437,"2,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,THEOR APPL GENET,0040-5752,20524,"3,790","3,986",0.749,203,>10.0,0.01882,0.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,AGR FOREST METEOROL,0168-1923,12491,"3,762","4,318",0.715,186,9.1,0.02030,"1,393",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,CONTACT DERMATITIS,0105-1873,5249,"3,747","3,492","1,130",77,>10.0,0.00437,0.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,CURR OPIN ALLERGY CL,1528-4050,2667,"3,574","3,583",0.952,83,5.1,0.00739,"1,077",,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PEDIAT ALLERG IMM-UK,0905-6157,3335,"3,397","2,884",0.854,89,5.6,0.00707,0.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ALLERGY ASTHMA PROC,1088-5412,1632,"3,061","2,195","1,827",75,4.4,0.00346,0.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,FIELD CROP RES,0378-4290,9373,"2,976","3,354",0.558,240,7.9,0.01495,0.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PLANT SOIL,0032-079X,24017,"2,952","3,528",0.549,381,>10.0,0.03236,"1,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,IND CROP PROD,0926-6690,8308,"2,837","3,019",0.462,572,3.6,0.01752,0.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CURR ALLERGY ASTHM R,1529-7322,1568,"2,765","2,682",0.550,80,4.6,0.00444,0.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,EUR J AGRON,1161-0301,4141,"2,704","3,469",0.476,105,8.6,0.00633,"1,069",,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PEST MANAG SCI,1526-498X,6246,"2,694","2,863",0.642,240,6.3,0.01227,0.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,INT ARCH ALLERGY IMM,1018-2438,4978,"2,673","2,356",0.426,101,8.3,0.00752,0.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,ANN ALLERG ASTHMA IM,1081-1206,5669,"2,599","2,757",0.812,165,7.9,0.00897,0.780,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,J INVEST ALLERG CLIN,1018-9068,1757,"2,596","2,667",0.224,49,5.5,0.00377,0.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,ALLERGOL INT,1323-8930,1121,"2,457",,0.732,56,4.9,0.00296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,J AGRON CROP SCI,0931-2250,1731,"2,444","2,601",0.600,45,8.4,0.00234,0.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,AGR WATER MANAGE,0378-3774,7509,"2,286","3,017",0.464,222,6.9,0.01408,0.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MOL BREEDING,1380-3743,3796,"2,246","2,570",0.395,253,5.9,0.00684,0.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,POSTHARVEST BIOL TEC,0925-5214,7205,"2,223","2,845",0.551,185,7.7,0.00813,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,ALLERGY ASTHMA IMMUN,2092-7355,563,"2,160","2,663",0.397,73,3.0,0.00204,0.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,BREEDING SCI,1344-7610,1223,"2,125","1,672",0.161,56,7.2,0.00201,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PLANT PATHOL,0032-0862,4824,"2,121","2,571",0.510,145,9.1,0.00709,0.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,IRRIGATION SCI,0342-7188,1618,"2,056","2,429",0.222,36,7.0,0.00338,0.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,ALLERGY ASTHMA CL IM,1710-1484,464,"2,032",,0.574,61,3.9,0.00165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,GRASS FORAGE SCI,0142-5242,1535,"1,922","2,008",0.281,64,10.0,0.00227,0.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,WEED SCI,0043-1745,4236,"1,870","1,928",0.214,70,>10.0,0.00436,0.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,IMMUNOL ALLERGY CLIN,0889-8561,1149,"1,818","2,538",0.400,55,5.9,0.00300,0.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,J ASTHMA,0277-0903,2819,"1,802","1,824",0.414,145,5.5,0.00698,0.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,ALLERGOL IMMUNOPATH,0301-0546,765,"1,740","1,455",0.241,83,6.2,0.00147,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,WEED RES,0043-1737,2344,"1,687","1,951",0.444,63,>10.0,0.00281,0.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PLANT BREEDING,0179-9541,2974,"1,598","1,486",0.308,104,9.7,0.00339,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,CROP SCI,0011-183X,15246,"1,575","1,874",0.248,282,>10.0,0.01166,0.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,CROP PROT,0261-2194,5156,"1,493","1,635",0.304,214,7.9,0.00794,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,EUR J PLANT PATHOL,0929-1873,4236,"1,490","1,649",0.294,218,7.8,0.00675,0.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,GENET RESOUR CROP EV,0925-9864,2756,"1,461","1,603",0.339,121,7.3,0.00400,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,J PLANT NUTR SOIL SC,1436-8730,2907,"1,459","1,743",0.320,100,7.9,0.00418,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,AGRON J,0002-1962,10372,"1,441","1,912",0.302,248,>10.0,0.00888,0.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,EUPHYTICA,0014-2336,8514,"1,385","1,726",0.275,211,>10.0,0.00814,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,J SUSTAIN AGR,1044-0046,542,"1,372",0.893,,0,9.2,0.00068,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PLANT SOIL ENVIRON,1214-1178,1166,"1,226","1,407",0.065,92,5.9,0.00222,0.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,AGROFOREST SYST,0167-4366,2418,"1,215","1,639",0.395,86,10.0,0.00332,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,AM J POTATO RES,1099-209X,943,"1,204","1,251",0.174,69,7.7,0.00125,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PADDY WATER ENVIRON,1611-2490,442,"1,151","1,227",0.443,61,4.7,0.00111,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,INT AGROPHYS,0236-8722,598,"1,117","1,034",0.067,60,5.8,0.00078,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,EXP AGR,0014-4797,806,"1,079","1,251",0.135,37,>10.0,0.00113,0.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,
